[ INFO] [1541515112.455554342]: 2.700000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.505524947]: 2.750000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.555604407]: 2.800000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.605529231]: 2.850000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.655537388]: 2.900000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.705534816]: 2.950000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.755579015]: 3.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.805545767]: 3.050000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.855567153]: 3.100000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.905530623]: 3.150000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515112.955578468]: 3.200000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515113.005526834]: 3.250000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515113.055547068]: 3.300000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000
[ INFO] [1541515113.105556572]: 3.350000, 0.000000, 1.000000, -0.000000, -0.000000, 0.000000, -0.000000, 17.341245, 17.341245, 1.804500, 1.804500
[ INFO] [1541515113.155615087]: 3.400000, 0.000000, 1.000000, -0.000000, -0.000000, 0.000000, -0.000000, 32.081303, 32.081303, 1.804500, 1.804500
[ INFO] [1541515113.205553133]: 3.450000, 0.000000, 1.000000, -0.000000, -0.000000, 0.000000, -0.000000, 44.610352, 44.610352, 1.804500, 1.804500
[ INFO] [1541515113.255586544]: 3.500000, 0.000000, 1.000000, 0.009468, 0.015780, 0.022148, 0.012624, 55.635215, 55.635215, 1.832259, 1.731058
[ INFO] [1541515113.305581517]: 3.550000, 0.000000, 1.000000, 0.018936, 0.031561, 0.044296, 0.025249, 65.377984, 65.377984, 1.859649, 1.657738
[ INFO] [1541515113.355603157]: 3.600000, 0.000000, 1.000000, 0.053653, 0.063121, 0.033222, 0.058387, 73.236022, 73.236022, 1.774236, 1.623769
[ INFO] [1541515113.405566932]: 3.650000, 0.000000, 1.000000, 0.088370, 0.100994, 0.044296, 0.094682, 79.916657, 79.916657, 1.733008, 1.533795
[ INFO] [1541515113.455550915]: 3.700000, 0.000000, 1.000000, 0.135711, 0.148335, 0.044296, 0.142023, 85.307458, 85.307458, 1.646661, 1.449287
[ INFO] [1541515113.505570993]: 3.750000, 0.000000, 1.000000, 0.183052, 0.192520, 0.033222, 0.187786, 89.395638, 89.395638, 1.538851, 1.392154
[ INFO] [1541515113.555590185]: 3.800000, 0.000000, 1.000000, 0.230393, 0.243017, 0.044296, 0.236705, 92.789121, 92.789121, 1.473968, 1.280273
[ INFO] [1541515113.605565991]: 3.850000, 0.000000, 1.000000, 0.280890, 0.293514, 0.044296, 0.287202, 95.366661, 95.366661, 1.381865, 1.190132
[ INFO] [1541515113.655562162]: 3.900000, 0.000000, 1.000000, 0.318763, 0.350323, 0.110739, 0.334543, 98.517704, 98.517704, 1.436650, 0.961918
[ INFO] [1541515113.705574791]: 3.950000, 0.000000, 1.000000, 0.375572, 0.388196, 0.044296, 0.381884, 99.660488, 99.660488, 1.209172, 1.021118
[ INFO] [1541515113.755595077]: 4.000000, 0.000000, 1.000000, 0.419757, 0.432381, 0.044296, 0.426069, 100.000000, 100.000000, 1.128581, 0.942245
[ INFO] [1541515113.805559529]: 4.050000, 0.000000, 1.000000, 0.454474, 0.476566, 0.077517, 0.465520, 100.000000, 100.000000, 1.125421, 0.802015
[ INFO] [1541515113.855576638]: 4.100000, 0.000000, 1.000000, 0.504971, 0.508127, 0.011074, 0.506549, 99.558906, 99.558906, 0.913319, 0.867516
[ INFO] [1541515113.905561351]: 4.150000, 0.000000, 1.000000, 0.539688, 0.542844, 0.011074, 0.541266, 98.977831, 98.977831, 0.850503, 0.805038
[ INFO] [1541515113.955618147]: 4.200000, 0.000000, 1.000000, 0.577560, 0.574404, -0.011074, 0.575982, 97.880230, 97.880230, 0.742561, 0.787688
[ INFO] [1541515114.005549995]: 4.250000, 0.000000, 1.000000, 0.612277, 0.602809, -0.033222, 0.607543, 96.367038, 96.367038, 0.640819, 0.775283
[ INFO] [1541515114.055562930]: 4.300000, 0.000000, 1.000000, 0.643838, 0.631213, -0.044296, 0.637526, 94.711458, 94.711458, 0.564780, 0.742900
[ INFO] [1541515114.105556698]: 4.350000, 0.000000, 1.000000, 0.672242, 0.653306, -0.066443, 0.662774, 92.767797, 92.767797, 0.475118, 0.740826
[ INFO] [1541515114.155590258]: 4.400000, 0.000000, 1.000000, 0.703803, 0.675398, -0.099665, 0.689601, 90.378125, 90.378125, 0.360765, 0.756982
